backdoor,avg,max,min,variance,std_dev
0,0.9005000000000003,0.9005000000000001,0.9005000000000001,4.930380657631324e-32,2.220446049250313e-16
1,0.900333333333333,0.9003333333333332,0.9003333333333332,4.930380657631324e-32,2.220446049250313e-16
2,0.8996666666666666,0.8996666666666666,0.8996666666666666,0.0,0.0
3,0.8998333333333335,0.8998333333333335,0.8998333333333335,0.0,0.0
4,0.9023333333333332,0.9023333333333333,0.9023333333333333,1.232595164407831e-32,1.1102230246251565e-16
5,0.9021666666666668,0.9031666666666668,0.9011666666666667,1.000000000000113e-06,0.0010000000000000566
6,0.9016666666666666,0.9016666666666666,0.9016666666666666,0.0,0.0
7,0.9006666666666667,0.9006666666666667,0.9006666666666667,0.0,0.0
8,0.9013333333333333,0.9013333333333333,0.9013333333333333,0.0,0.0
9,0.9006666666666667,0.9006666666666667,0.9006666666666667,0.0,0.0
10,0.9004166666666669,0.9005000000000001,0.9003333333333334,6.944444444442916e-09,8.333333333332416e-05
11,0.9006666666666667,0.9006666666666667,0.9006666666666667,0.0,0.0
12,0.9008333333333332,0.9008333333333333,0.9008333333333333,1.232595164407831e-32,1.1102230246251565e-16
13,0.9005000000000003,0.9005000000000001,0.9005000000000001,4.930380657631324e-32,2.220446049250313e-16
14,0.9000000000000001,0.9,0.9,1.232595164407831e-32,1.1102230246251565e-16
15,0.8996666666666666,0.8996666666666666,0.8996666666666666,0.0,0.0
16,0.8992500000000001,0.8993333333333334,0.8991666666666667,6.944444444452168e-09,8.333333333337967e-05
17,0.8993333333333334,0.8993333333333334,0.8993333333333334,0.0,0.0
18,0.8993333333333331,0.8993333333333332,0.8993333333333332,1.232595164407831e-32,1.1102230246251565e-16
19,0.8986666666666666,0.8986666666666666,0.8986666666666666,0.0,0.0
20,0.8988333333333334,0.8988333333333334,0.8988333333333334,0.0,0.0
21,0.8981833333333332,0.8983333333333332,0.8978333333333334,3.583333333330545e-08,0.00018929694485993548
22,0.8970833333333335,0.8971666666666668,0.8969999999999999,6.9444444444614205e-09,8.333333333343519e-05
23,0.8983333333333334,0.8983333333333334,0.8983333333333334,0.0,0.0
24,0.8963333333333334,0.8963333333333334,0.8963333333333334,0.0,0.0
25,0.8961666666666666,0.8961666666666666,0.8961666666666666,0.0,0.0
26,0.8958333333333333,0.8958333333333333,0.8958333333333333,0.0,0.0
27,0.8956666666666668,0.8956666666666667,0.8956666666666667,1.232595164407831e-32,1.1102230246251565e-16
28,0.8961666666666666,0.8961666666666666,0.8961666666666666,0.0,0.0
29,0.8959666666666664,0.8959999999999999,0.8958333333333333,4.444444444436063e-09,6.666666666660381e-05
30,0.89595,0.8963333333333333,0.8958333333333333,2.2500000000003553e-08,0.00015000000000001183
31,0.8961666666666666,0.8961666666666666,0.8961666666666666,0.0,0.0
32,0.8956999999999999,0.8965,0.8951666666666667,4.266666666666437e-07,0.0006531972647421632
33,0.8949166666666667,0.8954999999999999,0.8943333333333335,1.6249999999987173e-07,0.00040311288741476836
34,0.8940666666666667,0.8941666666666667,0.8940000000000001,6.666666666656317e-09,8.164965809270922e-05
35,0.8931666666666664,0.8931666666666664,0.8931666666666664,0.0,0.0
36,0.8925000000000001,0.8925000000000001,0.8925000000000001,0.0,0.0
37,0.892,0.892,0.892,0.0,0.0
38,0.893,0.893,0.893,0.0,0.0
39,0.8928333333333336,0.8928333333333335,0.8928333333333335,1.232595164407831e-32,1.1102230246251565e-16
40,0.892883333333333,0.8931666666666667,0.8928333333333333,1.1388888888895262e-08,0.00010671873729057734
41,0.8933833333333332,0.8934999999999998,0.8933333333333333,5.833333333324277e-09,7.637626158253805e-05
42,0.892,0.8928333333333333,0.8906666666666666,1.0444444444443844e-06,0.0010219806477836967
43,0.89025,0.8903333333333332,0.8901666666666668,6.94444444442441e-09,8.333333333321313e-05
44,0.8898333333333335,0.8898333333333334,0.8898333333333334,1.232595164407831e-32,1.1102230246251565e-16
45,0.8896666666666666,0.8896666666666666,0.8896666666666666,0.0,0.0
46,0.8891666666666664,0.8891666666666665,0.8891666666666665,1.232595164407831e-32,1.1102230246251565e-16
47,0.8883000000000003,0.8883333333333333,0.8881666666666668,4.444444444437545e-09,6.666666666661491e-05
48,0.8874833333333333,0.8875,0.8873333333333333,2.499999999999449e-09,4.999999999999449e-05
49,0.8884999999999998,0.8885,0.8885,1.232595164407831e-32,1.1102230246251565e-16
50,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.0,0.0
51,0.8883333333333331,0.8885,0.8881666666666665,1.66666666666741e-08,0.00012909944487360934
52,0.8881666666666665,0.8881666666666665,0.8881666666666665,0.0,0.0
53,0.8877166666666664,0.8879999999999999,0.8875,2.2499999999999487e-08,0.00014999999999999828
54,0.8855000000000002,0.8855000000000001,0.8855000000000001,1.232595164407831e-32,1.1102230246251565e-16
55,0.8856499999999998,0.8856666666666667,0.8855000000000001,2.499999999999449e-09,4.999999999999449e-05
56,0.8846833333333335,0.8848333333333335,0.8846666666666667,2.50000000000278e-09,5.0000000000027805e-05
57,0.8838000000000001,0.8838333333333335,0.8836666666666668,4.444444444443465e-09,6.666666666665932e-05
58,0.8836,0.8836666666666668,0.8835000000000001,6.666666666674081e-09,8.164965809281801e-05
59,0.8825000000000001,0.8825000000000001,0.8825000000000001,0.0,0.0
60,0.8835166666666667,0.8836666666666668,0.8833333333333334,1.3611111111118104e-08,0.00011666666666669663
61,0.8848333333333336,0.8848333333333335,0.8848333333333335,1.232595164407831e-32,1.1102230246251565e-16
62,0.8845000000000001,0.8845000000000001,0.8845000000000001,0.0,0.0
63,0.8848333333333331,0.8848333333333332,0.8848333333333332,1.232595164407831e-32,1.1102230246251565e-16
64,0.8828333333333334,0.8828333333333334,0.8828333333333334,0.0,0.0
65,0.8816666666666666,0.8816666666666666,0.8816666666666666,0.0,0.0
66,0.88215,0.8823333333333334,0.882,1.916666666667577e-08,0.00013844373104866746
67,0.88175,0.8818333333333334,0.8816666666666666,6.944444444452168e-09,8.333333333337967e-05
68,0.8813666666666666,0.8815,0.8813333333333333,4.444444444443466e-09,6.666666666665932e-05
69,0.8803333333333334,0.8805,0.8801666666666665,5.555555555558033e-09,7.453559925000962e-05
70,0.881,0.881,0.881,0.0,0.0
71,0.8803333333333333,0.8805,0.8801666666666665,5.555555555558033e-09,7.453559925000962e-05
72,0.8782833333333334,0.8785000000000001,0.8781666666666667,1.6944444444450332e-08,0.0001301708279318002
73,0.8784166666666666,0.8786666666666667,0.8783333333333333,1.2500000000008347e-08,0.00011180339887502681
74,0.8785000000000001,0.8785000000000001,0.8785000000000001,0.0,0.0
75,0.8798666666666666,0.8799999999999999,0.8798333333333332,4.444444444443466e-09,6.666666666665932e-05
76,0.8785166666666667,0.8786666666666667,0.8783333333333335,8.05555555554712e-09,8.975274678552807e-05
77,0.8775833333333333,0.8776666666666667,0.8775000000000001,6.944444444442916e-09,8.333333333332416e-05
78,0.8770499999999999,0.8773333333333333,0.8768333333333332,5.027777777779077e-08,0.0002242270674512575
79,0.8754666666666665,0.8755,0.8753333333333332,4.444444444449386e-09,6.666666666670372e-05
80,0.8743833333333333,0.8744999999999999,0.8743333333333332,5.833333333339819e-09,7.63762615826398e-05
81,0.8718999999999999,0.8721666666666668,0.8716666666666667,2.3333333333342257e-08,0.00015275252316522387
82,0.8716666666666668,0.8716666666666667,0.8716666666666667,1.232595164407831e-32,1.1102230246251565e-16
83,0.8715833333333334,0.8718333333333333,0.8714999999999999,1.250000000000835e-08,0.00011180339887502683
84,0.8709500000000002,0.8710000000000001,0.8708333333333333,5.833333333339819e-09,7.63762615826398e-05
85,0.8701666666666668,0.8701666666666666,0.8701666666666666,1.232595164407831e-32,1.1102230246251565e-16
86,0.8704333333333331,0.8706666666666665,0.8703333333333333,2.333333333331265e-08,0.00015275252316512697
87,0.869,0.869,0.869,0.0,0.0
88,0.8679166666666667,0.868,0.8678333333333332,6.944444444452167e-09,8.333333333337967e-05
89,0.86745,0.8674999999999999,0.8673333333333334,5.8333333333242775e-09,7.637626158253805e-05
