backdoor,avg,max,min,variance,std_dev
0,0.8986666666666665,0.8986666666666665,0.8986666666666665,0.0,0.0
1,0.897,0.8969999999999999,0.8969999999999999,1.232595164407831e-32,1.1102230246251565e-16
2,0.8978333333333334,0.8978333333333334,0.8978333333333334,0.0,0.0
3,0.8973333333333333,0.8973333333333333,0.8973333333333333,0.0,0.0
4,0.8955,0.8954999999999999,0.8954999999999999,1.232595164407831e-32,1.1102230246251565e-16
5,0.8945833333333335,0.8951666666666667,0.8940000000000001,3.4027777777770283e-07,0.0005833333333332691
6,0.8935000000000001,0.8935000000000001,0.8935000000000001,0.0,0.0
7,0.8921666666666666,0.8921666666666667,0.8921666666666667,1.232595164407831e-32,1.1102230246251565e-16
8,0.8901666666666668,0.8901666666666668,0.8901666666666668,0.0,0.0
9,0.8896666666666666,0.8896666666666666,0.8896666666666666,0.0,0.0
10,0.8878333333333333,0.8878333333333334,0.8878333333333334,1.232595164407831e-32,1.1102230246251565e-16
11,0.8878333333333333,0.8878333333333334,0.8878333333333334,1.232595164407831e-32,1.1102230246251565e-16
12,0.8871666666666667,0.8871666666666667,0.8871666666666667,0.0,0.0
13,0.8875833333333334,0.8876666666666667,0.8875,6.944444444452167e-09,8.333333333337967e-05
14,0.8881666666666665,0.8881666666666665,0.8881666666666665,0.0,0.0
15,0.885,0.885,0.885,0.0,0.0
16,0.8855000000000002,0.8855000000000001,0.8855000000000001,1.232595164407831e-32,1.1102230246251565e-16
17,0.8828333333333334,0.8828333333333334,0.8828333333333334,0.0,0.0
18,0.8809166666666666,0.8809999999999999,0.8808333333333334,6.944444444433661e-09,8.333333333326863e-05
19,0.8796666666666668,0.8796666666666667,0.8796666666666667,1.232595164407831e-32,1.1102230246251565e-16
20,0.8768333333333336,0.8768333333333335,0.8768333333333335,1.232595164407831e-32,1.1102230246251565e-16
21,0.8765333333333334,0.8766666666666667,0.8763333333333334,2.666666666666079e-08,0.00016329931618552722
22,0.8748333333333334,0.8748333333333334,0.8748333333333334,0.0,0.0
23,0.8745,0.8744999999999999,0.8744999999999999,1.232595164407831e-32,1.1102230246251565e-16
24,0.8750666666666668,0.8751666666666669,0.8750000000000002,6.666666666665199e-09,8.164965809276362e-05
25,0.8743333333333332,0.8743333333333332,0.8743333333333332,0.0,0.0
26,0.8720833333333331,0.8721666666666665,0.8719999999999999,6.944444444442914e-09,8.333333333332416e-05
27,0.8704833333333333,0.8705,0.8703333333333333,2.5000000000027806e-09,5.0000000000027805e-05
28,0.86975,0.8698333333333335,0.8696666666666667,6.944444444452168e-09,8.333333333337967e-05
29,0.8686,0.8688333333333335,0.8683333333333334,2.3333333333338552e-08,0.00015275252316521176
30,0.8685500000000002,0.8686666666666667,0.8683333333333334,1.1388888888881198e-08,0.00010671873729051144
31,0.8684666666666667,0.8686666666666667,0.8683333333333334,1.555555555555213e-08,0.00012472191289245098
32,0.8644666666666666,0.8675,0.8623333333333333,5.659999999999904e-06,0.0023790754506740437
33,0.8612166666666665,0.8638333333333333,0.8595,2.166944444444468e-06,0.0014720544977834442
34,0.8579333333333332,0.8581666666666667,0.8576666666666666,2.3333333333344478e-08,0.00015275252316523114
35,0.8556333333333332,0.8558333333333333,0.8553333333333333,2.666666666667634e-08,0.00016329931618557482
36,0.8555333333333335,0.8556666666666668,0.8553333333333335,1.5555555555549168e-08,0.0001247219128924391
37,0.8531000000000001,0.8535,0.8528333333333334,3.999999999998896e-08,0.00019999999999997242
38,0.8506833333333335,0.851,0.8503333333333334,3.027777777777148e-08,0.0001740051084818244
39,0.8482999999999998,0.8486666666666667,0.8476666666666667,1.0444444444442292e-07,0.0003231786571610553
40,0.8452,0.8453333333333335,0.8450000000000001,2.1111111111109423e-08,0.00014529663145134998
41,0.8433333333333334,0.8435,0.8428333333333333,3.8888888888887726e-08,0.00019720265943665093
42,0.8422333333333334,0.8441666666666668,0.8394999999999999,4.173333333333589e-06,0.002042873792806004
43,0.8394166666666667,0.8401666666666665,0.8390000000000001,1.2916666666662527e-07,0.00035939764421407284
44,0.8284166666666668,0.8288333333333334,0.828,5.694444444445041e-08,0.00023863035105461838
45,0.8273166666666667,0.8278333333333332,0.8266666666666668,1.1361111111106349e-07,0.00033706247360254076
46,0.8211333333333333,0.8216666666666667,0.8206666666666665,8.222222222222778e-08,0.00028674417556809724
47,0.8170833333333333,0.8176666666666665,0.8164999999999999,1.5138888888888516e-07,0.0003890872509976203
48,0.8142833333333334,0.8148333333333333,0.8138333333333332,1.113888888888847e-07,0.00033374973990834016
49,0.8106500000000001,0.8113333333333334,0.8099999999999999,1.6361111111114282e-07,0.00040448870331709244
50,0.8006833333333333,0.8013333333333333,0.8,1.5805555555554887e-07,0.0003975620147292104
51,0.7957500000000001,0.7963333333333333,0.7950000000000002,2.0694444444442294e-07,0.0004549114687985157
52,0.79255,0.7936666666666667,0.7905000000000001,1.0169444444443973e-06,0.0010084366338270329
53,0.7856666666666667,0.7866666666666667,0.7849999999999999,2.38888888888914e-07,0.000488762609953865
54,0.7776333333333333,0.7781666666666667,0.7771666666666667,1.433333333333447e-07,0.00037859388972003326
55,0.7669833333333332,0.7674999999999998,0.7658333333333334,2.636111111110356e-07,0.0005134307266915719
56,0.7546000000000002,0.7556666666666667,0.754,2.0666666666666852e-07,0.00045460605656619723
57,0.7479666666666668,0.7486666666666666,0.7473333333333334,1.8777777777774085e-07,0.0004333333333332907
58,0.7351666666666666,0.7371666666666667,0.7336666666666666,9.500000000000536e-07,0.0009746794344809239
59,0.7230333333333333,0.724,0.7221666666666667,3.711111111111138e-07,0.0006091888960832376
60,0.7103666666666667,0.7113333333333334,0.7093333333333333,4.5444444444444873e-07,0.0006741249472052259
61,0.6974666666666666,0.6979999999999998,0.6968333333333334,1.4888888888883018e-07,0.00038586123009293145
62,0.6837833333333334,0.6846666666666666,0.6816666666666666,6.61388888888903e-07,0.0008132581932503988
63,0.67955,0.6805,0.678,5.22499999999996e-07,0.0007228416147400452
64,0.67895,0.6798333333333334,0.6781666666666667,2.5583333333336136e-07,0.0005057996968498116
65,0.6684999999999999,0.6695,0.6673333333333333,5.000000000000009e-07,0.0007071067811865482
66,0.683,0.6835,0.6825,1.1111111111110883e-07,0.0003333333333333299
67,0.6812333333333332,0.683,0.6785,1.6066666666667005e-06,0.0012675435561221163
68,0.6770333333333333,0.6826666666666668,0.6676666666666666,2.5271111111111193e-05,0.005027038005735703
69,0.6703500000000001,0.6796666666666666,0.6559999999999999,8.793583333333316e-05,0.009377410801139787
70,0.6698999999999999,0.6719999999999999,0.6684999999999999,8.899999999999647e-07,0.0009433981132056417
71,0.688,0.6893333333333332,0.6858333333333333,1.3277777777777702e-06,0.0011522924011629038
72,0.6838999999999998,0.6858333333333333,0.6808333333333333,2.784444444444391e-06,0.0016686654681044944
73,0.7093333333333333,0.7121666666666665,0.7071666666666665,1.7611111111111118e-06,0.0013270686158262926
74,0.7044,0.708,0.7028333333333332,2.0511111111111454e-06,0.0014321700705960676
75,0.7143833333333334,0.7168333333333334,0.712,2.3669444444446186e-06,0.001538487713452603
76,0.7212500000000001,0.7225,0.7190000000000001,1.7124999999999891e-06,0.0013086252328302359
77,0.726,0.729,0.7233333333333333,3.683333333333321e-06,0.001919201222731301
78,0.7342000000000001,0.7523333333333333,0.7146666666666667,0.0002904211111111104,0.017041746128584077
79,0.7520666666666667,0.7541666666666667,0.7503333333333334,1.239999999999992e-06,0.0011135528725660009
80,0.7418833333333333,0.7433333333333332,0.7405,8.058333333332874e-07,0.0008976822006329898
81,0.7417,0.7428333333333333,0.7405,5.044444444444258e-07,0.0007102425250887374
82,0.7388833333333334,0.7398333333333333,0.7375,4.058333333333354e-07,0.0006370504951205481
83,0.7429,0.7449999999999999,0.742,7.399999999999415e-07,0.0008602325267042287
84,0.73955,0.7408333333333333,0.7385,4.280555555555264e-07,0.0006542595475463284
85,0.7359833333333334,0.7378333333333333,0.7343333333333334,8.691666666665911e-07,0.0009322910847297593
86,0.7375,0.7415,0.7310000000000001,1.662777777777786e-05,0.00407771722631399
87,0.7388333333333333,0.7401666666666668,0.7376666666666666,4.72222222222281e-07,0.0006871842709363196
88,0.7414499999999999,0.7428333333333333,0.7395,1.572499999999973e-06,0.0012539936203984346
89,0.7388333333333333,0.7414999999999999,0.7368333333333332,2.222222222222162e-06,0.0014907119849998395
90,0.7407,0.7431666666666665,0.7398333333333332,9.933333333332623e-07,0.0009966610925150345
91,0.7399166666666666,0.7409999999999999,0.7386666666666666,4.402777777777585e-07,0.0006635343079131315
92,0.7336,0.7343333333333334,0.7328333333333332,3.5111111111113e-07,0.0005925462944877219
93,0.7344833333333334,0.7363333333333333,0.73,4.7580555555555605e-06,0.002181296760084597
94,0.7364666666666666,0.7376666666666667,0.7351666666666666,5.377777777777911e-07,0.0007333333333333424
95,0.7366833333333334,0.7379999999999999,0.735,1.1358333333333054e-06,0.001065754818583198
96,0.7370666666666666,0.7383333333333334,0.7361666666666666,3.233333333333391e-07,0.0005686240703077378
97,0.741,0.7426666666666667,0.7399999999999999,5.944444444444652e-07,0.0007710022337480386
98,0.7369999999999999,0.7425,0.7328333333333333,1.5283333333333296e-05,0.003909390404312838
99,0.7380166666666667,0.7393333333333334,0.7368333333333332,8.4694444444452e-07,0.0009202958461519426
100,0.7424999999999999,0.744,0.7411666666666668,6.111111111110838e-07,0.0007817359599705542
101,0.75175,0.7533333333333332,0.7501666666666666,7.902777777777408e-07,0.000888975690206285
102,0.7480500000000001,0.7501666666666666,0.7458333333333333,1.7002777777777141e-06,0.0013039469996045522
103,0.7478833333333332,0.7498333333333334,0.7448333333333335,2.31694444444435e-06,0.0015221512554422277
104,0.7454499999999998,0.7466666666666666,0.7433333333333333,8.225000000000061e-07,0.0009069178573608561
105,0.7431333333333333,0.7445,0.7416666666666665,7.044444444444971e-07,0.0008393118874676428
106,0.7397833333333333,0.7418333333333333,0.7385,7.558333333333163e-07,0.0008693867570496553
107,0.7402,0.7430000000000001,0.7378333333333333,3.410000000000015e-06,0.0018466185312619428
108,0.7348333333333332,0.7366666666666667,0.7323333333333333,1.316666666666754e-06,0.0011474609652039384
109,0.7414666666666666,0.7431666666666666,0.7406666666666667,5.155555555555382e-07,0.0007180219742845884
110,0.7393,0.741,0.7386666666666666,4.1555555555556766e-07,0.0006446359868604666
111,0.7385833333333334,0.7398333333333333,0.737,8.736111111111576e-07,0.0009346716595206884
112,0.7356666666666667,0.7375,0.7336666666666667,1.422222222222242e-06,0.001192569587999896
113,0.73295,0.7341666666666666,0.7318333333333334,3.7805555555552784e-07,0.0006148622248565347
114,0.7308833333333332,0.7323333333333333,0.7298333333333333,5.224999999999863e-07,0.0007228416147400385
115,0.7260833333333332,0.7283333333333333,0.7246666666666667,1.0680555555555406e-06,0.001033467733195159
116,0.7195833333333332,0.7205,0.7185,3.7916666666666083e-07,0.0006157651067303675
117,0.7141166666666666,0.7151666666666668,0.7128333333333334,6.891666666666314e-07,0.0008301606270274635
118,0.7112999999999999,0.7126666666666667,0.7091666666666667,1.5155555555555416e-06,0.0012310790208412868
119,0.6958833333333334,0.6975,0.6948333333333334,7.336111111110947e-07,0.0008565110105019636
120,0.6846333333333334,0.6856666666666668,0.6839999999999999,3.04444444444464e-07,0.0005517648452415794
121,0.6781,0.68,0.6756666666666666,1.2844444444444634e-06,0.0011333333333333417
122,0.6683000000000001,0.6701666666666666,0.6673333333333334,7.211111111110197e-07,0.000849182613523746
123,0.6591666666666668,0.6616666666666667,0.6556666666666666,2.9833333333334273e-06,0.0017272328544042424
124,0.6412833333333333,0.6433333333333333,0.6384999999999998,2.4947222222223563e-06,0.0015794689684265266
125,0.6186500000000001,0.6208333333333333,0.6154999999999999,2.991388888889048e-06,0.0017295632075437566
126,0.5978,0.5993333333333333,0.5953333333333333,1.8377777777778271e-06,0.0013556466271775352
127,0.5626333333333333,0.568,0.5516666666666666,2.4815555555555476e-05,0.004981521409725695
